Data_Ocorrencia;Periodo_Ocorrencia;Cidade;Flagrante;Descr_Automovel
28/03/2022;Madrugada;BOA ESPERANCA DO SUL; Não;REBOQUE
28/03/2022;Madrugada;BOA ESPERANCA DO SUL; Não;CAMINHÃƒO TRATOR
28/03/2022;Noite;CAMPINAS; Não;AUTOMOVEL
28/10/1964;Noite;S.PAULO; Não;AUTOMOVEL
28/03/2022;Noite;PERUIBE; Não;MOTOCICLO
28/03/2022;Noite;MAUA; Não;MOTOCICLO
28/03/2022;Noite;MATAO; Não;
28/03/2022;Noite;MATAO; Não;CAMINHONETE
28/03/2022;Noite;MATAO; Não;
28/03/2022;Noite;MATAO; Não;CAMINHONETE
28/03/2022;Noite;S.BERNARDO DO CAMPO; Não;MOTOCICLO
27/03/2022;Tarde;S.PAULO; Não;AUTOMOVEL
28/03/2022;Noite;VARZEA PAULISTA; Não;AUTOMOVEL
28/03/2022;Noite;S.PAULO; Não;AUTOMOVEL
28/03/2022;Tarde;S.PAULO; Não;AUTOMOVEL
27/03/2022;Noite;S.ANDRE; Não;MOTOCICLO
28/03/2022;Noite;PERUIBE; Não;MOTOCICLO
28/03/2022;Noite;S.PAULO; Não;MOTOCICLO
28/03/2022;Noite;S.PAULO; Não;MOTOCICLO
28/03/2022;Noite;S.ANDRE; Não;MOTOCICLO
28/03/2022;Noite;S.PAULO; Não;MOTOCICLO
28/03/2022;Noite;S.PAULO; Não;
28/03/2022;Noite;S.PAULO; Não;MOTOCICLO
28/03/2022;Noite;S.PAULO; Não;
28/03/2022;Noite;S.PAULO; Não;MOTOCICLO
28/03/2022;Noite;ITAPEVI;Sim;CAMINHONETE
28/03/2022;Noite;SUZANO; Não;MOTOCICLO
28/03/2022;Noite;S.PAULO; Não;
28/03/2022;Noite;S.BERNARDO DO CAMPO; Não;MOTOCICLO
28/03/2022;Noite;MOGI DAS CRUZES; Não;AUTOMOVEL
28/03/2022;Noite;S.BERNARDO DO CAMPO; Não;AUTOMOVEL
28/03/2022;Noite;BERTIOGA; Não;MOTOCICLO
28/03/2022;Noite;BERTIOGA; Não;AUTOMOVEL
27/03/2022;Noite;PINDAMONHANGABA; Não;SEMI REBOQUE
27/03/2022;Noite;PINDAMONHANGABA; Não;CAMINHÃƒO
28/03/2022;Noite;S.PAULO; Não;AUTOMOVEL
28/03/2022;Noite;GUARULHOS; Não;AUTOMOVEL
28/03/2022;Tarde;S.PAULO; Não;AUTOMOVEL
27/03/2022;Noite;S.ANDRE;Sim;
27/03/2022;Noite;S.ANDRE;Sim;MOTOCICLO
27/03/2022;Noite;S.ANDRE;Sim;
27/03/2022;Noite;S.ANDRE;Sim;MOTOCICLO
27/03/2022;Noite;S.ANDRE;Sim;
27/03/2022;Noite;S.ANDRE;Sim;MOTOCICLO
28/03/2022;Noite;AMERICANA; Não;AUTOMOVEL
28/03/2022;Tarde;JACAREI; Não;
28/03/2022;Tarde;JACAREI; Não;CAMINHÃƒO
28/03/2022;Tarde;JACAREI; Não;
28/03/2022;Tarde;JACAREI; Não;CAMINHÃƒO
28/03/2022;Tarde;JACAREI; Não;
28/03/2022;Tarde;JACAREI; Não;CAMINHÃƒO
28/03/2022;Noite;LIMEIRA; Não;
28/03/2022;Noite;LIMEIRA; Não;SEMI REBOQUE
28/03/2022;Noite;LIMEIRA; Não;CAMINHÃƒO TRATOR
28/03/2022;Noite;LIMEIRA; Não;
28/03/2022;Noite;LIMEIRA; Não;SEMI REBOQUE
28/03/2022;Noite;LIMEIRA; Não;CAMINHÃƒO TRATOR
27/03/2022;Noite;PINDAMONHANGABA; Não;SEMI REBOQUE
27/03/2022;Noite;PINDAMONHANGABA; Não;CAMINHÃƒO
28/03/2022;Noite;CAMPINAS; Não;AUTOMOVEL
28/03/2022;Noite;S.PAULO; Não;CAMINHÃƒO
29/03/2022;Madrugada;JUNDIAI; Não;MOTOCICLO
29/03/2022;Madrugada;S.PAULO;Sim;SEMI REBOQUE
29/03/2022;Madrugada;S.PAULO;Sim;CAMINHÃƒO TRATOR
29/03/2022;Madrugada;S.PAULO; Não;AUTOMOVEL
28/03/2022;Tarde;S.PAULO; Não;CAMINHONETE
26/03/2022;Madrugada;S.PAULO; Não;MOTOCICLO
28/03/2022;Noite;CAMPINAS;Sim;
28/03/2022;Noite;CAMPINAS;Sim;AUTOMOVEL
28/03/2022;Noite;CAMPINAS;Sim;
28/03/2022;Noite;CAMPINAS;Sim;AUTOMOVEL
28/03/2022;Noite;CAMPINAS;Sim;
28/03/2022;Noite;CAMPINAS;Sim;AUTOMOVEL
29/03/2022;Manha;ASSIS; Não;AUTOMOVEL
28/03/2022;Noite;S.PAULO; Não;AUTOMOVEL
28/03/2022;Madrugada;S.PAULO; Não;AUTOMOVEL
29/03/2022;Madrugada;MAUA; Não;MOTOCICLO
29/03/2022;Manha;S.PAULO; Não;AUTOMOVEL
27/03/2022;Manha;S.PAULO; Não;MOTOCICLO
21/01/2022;Tarde;SUZANO; Não;AUTOMOVEL
21/01/2022;Tarde;SUZANO; Não;CAMINHONETE
21/01/2022;Tarde;SUZANO; Não;AUTOMOVEL
28/03/2022;Noite;S.ANDRE; Não;MOTOCICLO
29/03/2022;Madrugada;COTIA; Não;MOTOCICLO
18/03/2022;Manha;S.PAULO; Não;MICRO ONIBUS
29/03/2022;Madrugada;S.PAULO; Não;AUTOMOVEL
29/03/2022;Madrugada;MOGI MIRIM; Não;MOTOCICLO
26/03/2022;Madrugada;ITAQUAQUECETUBA; Não;
26/03/2022;Madrugada;ITAQUAQUECETUBA; Não;AUTOMOVEL
26/03/2022;Madrugada;ITAQUAQUECETUBA; Não;
26/03/2022;Madrugada;ITAQUAQUECETUBA; Não;AUTOMOVEL
27/03/2022;Noite;S.PAULO; Não;MOTOCICLO
20/12/2021;Manha;GUARUJA; Não;MOTOCICLO
28/03/2022;Noite;LIMEIRA; Não;AUTOMOVEL
29/03/2022;Madrugada;CAMPINAS; Não;MOTOCICLO
28/03/2022;Manha;COTIA; Não;
28/03/2022;Manha;COTIA; Não;CAMINHONETE
28/03/2022;Manha;COTIA; Não;CAMIONETA
28/03/2022;Manha;COTIA; Não;
28/03/2022;Manha;COTIA; Não;CAMINHONETE
28/03/2022;Manha;COTIA; Não;CAMIONETA
29/03/2022;Madrugada;GUARULHOS; Não;CAMINHONETE
29/03/2022;Manha;DIADEMA; Não;MOTOCICLO
28/03/2022;Noite;S.ANDRE; Não;MOTOCICLO
28/03/2022;Noite;LIMEIRA; Não;CAMINHONETE
17/03/2022;Noite;CESARIO LANGE; Não;AUTOMOVEL
27/03/2022;Noite;SUMARE; Não;MOTOCICLO
28/03/2022;Manha;S.PAULO; Não;MOTOCICLO
29/03/2022;Manha;ITAQUAQUECETUBA; Não;CAMINHÃƒO
28/03/2022;Noite;S.PAULO; Não;MOTOCICLO
29/03/2022;Manha;S.ANDRE; Não;MOTONETA
24/03/2022;Tarde;RIBEIRAO PRETO; Não;INEXIST.
28/03/2022;Manha;S.PAULO; Não;CAMINHONETE
28/03/2022;Noite;S.PAULO; Não;MOTOCICLO
28/03/2022;Noite;MAUA; Não;AUTOMOVEL
29/03/2022;Manha;GUARULHOS; Não;AUTOMOVEL
28/03/2022;Noite;S.PAULO; Não;
28/03/2022;Noite;S.PAULO; Não;AUTOMOVEL
28/03/2022;Noite;S.PAULO; Não;
28/03/2022;Noite;S.PAULO; Não;AUTOMOVEL
29/03/2022;Madrugada;ITAQUAQUECETUBA; Não;AUTOMOVEL
26/03/2022;Noite;S.PAULO; Não;MOTOCICLO
27/03/2022;Noite;S.PAULO; Não;AUTOMOVEL
28/03/2022;Manha;S.PAULO; Não;AUTOMOVEL
29/03/2022;Manha;SALTO; Não;
29/03/2022;Manha;SALTO; Não;CAMINHONETE
29/03/2022;Manha;SALTO; Não;
29/03/2022;Manha;SALTO; Não;CAMINHONETE
23/03/2022;Tarde;OSASCO; Não;
23/03/2022;Tarde;OSASCO; Não;CAMINHONETE
23/03/2022;Tarde;OSASCO; Não;
23/03/2022;Tarde;OSASCO; Não;CAMINHONETE
23/03/2022;Tarde;OSASCO; Não;
23/03/2022;Tarde;OSASCO; Não;CAMINHONETE
28/03/2022;Tarde;S.ANDRE; Não;AUTOMOVEL
27/03/2022;Noite;JACAREI; Não;MOTOCICLO
25/03/2022;Noite;S.ANDRE; Não;
29/03/2022;Manha;S.BERNARDO DO CAMPO; Não;MOTOCICLO
27/03/2022;Noite;SUZANO; Não;AUTOMOVEL
26/03/2022;Tarde;ITANHAEM; Não;AUTOMOVEL
28/03/2022;Manha;S.PAULO; Não;CAMINHONETE
18/03/2022;Noite;S.VICENTE; Não;MOTOCICLO
25/03/2022;Manha;S.PAULO; Não;AUTOMOVEL
29/03/2022;Manha;S.PAULO; Não;MOTOCICLO
29/03/2022;Manha;S.PAULO; Não;CAMIONETA
28/03/2022;Noite;FERRAZ DE VASCONCELOS; Não;AUTOMOVEL
29/03/2022;Manha;LIMEIRA; Não;
29/03/2022;Manha;LIMEIRA; Não;SEMI REBOQUE
29/03/2022;Manha;LIMEIRA; Não;CAMINHÃƒO TRATOR
29/03/2022;Manha;LIMEIRA; Não;
29/03/2022;Manha;LIMEIRA; Não;SEMI REBOQUE
29/03/2022;Manha;LIMEIRA; Não;CAMINHÃƒO TRATOR
28/03/2022;Manha;S.PAULO; Não;
28/03/2022;Manha;S.PAULO; Não;MOTOCICLO
28/03/2022;Manha;S.PAULO; Não;
28/03/2022;Manha;S.PAULO; Não;MOTOCICLO
29/03/2022;Hora_Incerta;CAMPINAS; Não;AUTOMOVEL
28/03/2022;Noite;S.PAULO; Não;
28/03/2022;Noite;S.PAULO; Não;AUTOMOVEL
28/03/2022;Noite;S.PAULO; Não;
28/03/2022;Noite;S.PAULO; Não;AUTOMOVEL
28/03/2022;Noite;S.PAULO; Não;
28/03/2022;Noite;S.PAULO; Não;AUTOMOVEL
29/03/2022;Tarde;HORTOLANDIA; Não;AUTOMOVEL
29/03/2022;Manha;S.PAULO; Não;CAMINHÃƒO
29/03/2022;Tarde;S.PAULO; Não;AUTOMOVEL
29/03/2022;Manha;INDAIATUBA; Não;MOTOCICLO
26/03/2022;Noite;S.PAULO; Não;
26/03/2022;Noite;S.PAULO; Não;AUTOMOVEL
26/03/2022;Noite;S.PAULO; Não;
26/03/2022;Noite;S.PAULO; Não;AUTOMOVEL
28/03/2022;Noite;ITAQUAQUECETUBA; Não;MOTOCICLO
28/03/2022;Tarde;CAMPINAS; Não;AUTOMOVEL
29/03/2022;Manha;S.PAULO; Não;AUTOMOVEL
28/03/2022;Manha;S.ANDRE; Não;
28/03/2022;Manha;S.ANDRE; Não;CAMIONETA
28/03/2022;Manha;S.ANDRE; Não;
28/03/2022;Manha;S.ANDRE; Não;CAMIONETA
20/03/2022;Manha;INDAIATUBA; Não;MOTOCICLO
29/03/2022;Manha;ATIBAIA; Não;
29/03/2022;Manha;ATIBAIA; Não;CAMINHONETE
29/03/2022;Manha;ATIBAIA; Não;
29/03/2022;Manha;ATIBAIA; Não;CAMINHONETE
29/03/2022;Manha;CAMPINAS; Não;
29/03/2022;Manha;CAMPINAS; Não;CAMIONETA
29/03/2022;Manha;CAMPINAS; Não;
29/03/2022;Manha;CAMPINAS; Não;CAMIONETA
27/03/2022;Tarde;S.PAULO; Não;AUTOMOVEL
28/03/2022;Tarde;S.PAULO; Não;CAMINHONETE
29/03/2022;Manha;ITAQUAQUECETUBA; Não;CAMINHONETE
29/03/2022;Manha;S.PAULO; Não;
29/03/2022;Manha;S.PAULO; Não;CAMINHONETE
29/03/2022;Manha;S.PAULO; Não;
29/03/2022;Manha;S.PAULO; Não;CAMINHONETE
29/03/2022;Manha;S.PAULO; Não;
29/03/2022;Manha;S.PAULO; Não;CAMINHONETE
05/03/2022;Tarde;S.PAULO; Não;MOTOCICLO
29/03/2022;Manha;S.PAULO; Não;CAMINHONETE
25/03/2022;Manha;S.VICENTE; Não;CAMINHÃƒO
25/03/2022;Noite;S.PAULO; Não;AUTOMOVEL
25/03/2022;Tarde;SERRA AZUL; Não;AUTOMOVEL
26/03/2022;Noite;S.PAULO; Não;MOTOCICLO
29/03/2022;Manha;S.PAULO; Não;AUTOMOVEL
28/03/2022;Noite;S.ANDRE; Não;MOTONETA
25/03/2022;Manha;S.VICENTE; Não;CAMINHÃƒO
29/03/2022;Tarde;MAUA; Não;CAMINHONETE
29/03/2022;Manha;OSASCO; Não;
29/03/2022;Manha;OSASCO; Não;MOTOCICLO
29/03/2022;Manha;OSASCO; Não;
29/03/2022;Manha;OSASCO; Não;MOTOCICLO
29/03/2022;Tarde;S.PAULO; Não;
29/03/2022;Tarde;S.PAULO; Não;CAMIONETA
29/03/2022;Tarde;S.PAULO; Não;
29/03/2022;Tarde;S.PAULO; Não;CAMIONETA
29/03/2022;Tarde;S.PAULO; Não;AUTOMOVEL
29/03/2022;Manha;BRAGANCA PAULISTA; Não;CAMINHÃƒO
29/03/2022;Tarde;S.PAULO; Não;AUTOMOVEL
29/03/2022;Tarde;S.PAULO; Não;AUTOMOVEL
27/03/2022;Manha;DIADEMA; Não;
27/03/2022;Manha;DIADEMA; Não;MOTOCICLO
27/03/2022;Manha;DIADEMA; Não;
27/03/2022;Manha;DIADEMA; Não;MOTOCICLO
27/03/2022;Tarde;S.PAULO; Não;
27/03/2022;Tarde;S.PAULO; Não;AUTOMOVEL
27/03/2022;Tarde;S.PAULO; Não;
27/03/2022;Tarde;S.PAULO; Não;AUTOMOVEL
28/03/2022;Noite;S.PAULO; Não;AUTOMOVEL
29/03/2022;Manha;GUARULHOS;Sim;AUTOMOVEL
29/03/2022;Manha;GUARULHOS;Sim;CAMINHONETE
29/03/2022;Tarde;S.PAULO; Não;CAMINHONETE
26/03/2022;Noite;S.ANDRE; Não;
26/03/2022;Noite;S.ANDRE; Não;AUTOMOVEL
26/03/2022;Noite;S.ANDRE; Não;
26/03/2022;Noite;S.ANDRE; Não;AUTOMOVEL
27/03/2022;Noite;CUBATAO; Não;
27/03/2022;Noite;CUBATAO; Não;SEMI REBOQUE
27/03/2022;Noite;CUBATAO; Não;SEMI REBOQUE
27/03/2022;Noite;CUBATAO; Não;CAMINHÃƒO TRATOR
27/03/2022;Noite;CUBATAO; Não;
27/03/2022;Noite;CUBATAO; Não;SEMI REBOQUE
27/03/2022;Noite;CUBATAO; Não;SEMI REBOQUE
27/03/2022;Noite;CUBATAO; Não;CAMINHÃƒO TRATOR
27/03/2022;Noite;CUBATAO; Não;
27/03/2022;Noite;CUBATAO; Não;SEMI REBOQUE
27/03/2022;Noite;CUBATAO; Não;SEMI REBOQUE
27/03/2022;Noite;CUBATAO; Não;CAMINHÃƒO TRATOR
25/03/2022;Madrugada;GUARULHOS; Não;CAMINHÃƒO TRATOR
25/03/2022;Madrugada;GUARULHOS; Não;SEMI REBOQUE
28/03/2022;Madrugada;GUARULHOS; Não;
28/03/2022;Madrugada;GUARULHOS; Não;CAMINHONETE
28/03/2022;Madrugada;GUARULHOS; Não;
28/03/2022;Madrugada;GUARULHOS; Não;CAMINHONETE
28/03/2022;Madrugada;GUARULHOS; Não;
28/03/2022;Madrugada;GUARULHOS; Não;CAMINHONETE
28/03/2022;Madrugada;GUARULHOS; Não;
28/03/2022;Madrugada;GUARULHOS; Não;CAMINHONETE
28/03/2022;Tarde;MAUA; Não;AUTOMOVEL
15/03/2022;Manha;HORTOLANDIA; Não;AUTOMOVEL
28/03/2022;Noite;LIMEIRA; Não;SEMI REBOQUE
28/03/2022;Noite;LIMEIRA; Não;CAMINHÃƒO TRATOR
24/03/2022;Noite;DIADEMA; Não;
24/03/2022;Noite;DIADEMA; Não;CAMINHONETE
24/03/2022;Noite;DIADEMA; Não;
24/03/2022;Noite;DIADEMA; Não;CAMINHONETE
22/03/2022;Madrugada;S.PAULO; Não;MOTOCICLO
29/03/2022;Tarde;S.PAULO; Não;CAMINHONETE
27/03/2022;Manha;S.PAULO; Não;MOTOCICLO
29/03/2022;Tarde;GUARUJA; Não;
29/03/2022;Tarde;GUARUJA; Não;MOTOCICLO
29/03/2022;Tarde;GUARUJA; Não;
29/03/2022;Tarde;GUARUJA; Não;MOTOCICLO
29/03/2022;Tarde;GUARUJA; Não;
29/03/2022;Tarde;GUARUJA; Não;MOTOCICLO
29/03/2022;Tarde;GUARUJA; Não;
29/03/2022;Tarde;GUARUJA; Não;MOTOCICLO
29/03/2022;Tarde;S.PAULO;Sim;CAMINHONETE
29/03/2022;Tarde;S.PAULO;Sim;CAMINHONETE
28/03/2022;Manha;LEME; Não;
28/03/2022;Manha;LEME; Não;SEMI REBOQUE
28/03/2022;Manha;LEME; Não;CAMINHÃƒO TRATOR
28/03/2022;Manha;LEME; Não;
28/03/2022;Manha;LEME; Não;SEMI REBOQUE
28/03/2022;Manha;LEME; Não;CAMINHÃƒO TRATOR
29/03/2022;Tarde;SUZANO; Não;MOTOCICLO
29/03/2022;Tarde;S.PAULO; Não;
29/03/2022;Tarde;S.PAULO; Não;AUTOMOVEL
29/03/2022;Tarde;S.PAULO; Não;
29/03/2022;Tarde;S.PAULO; Não;AUTOMOVEL
29/03/2022;Tarde;PITANGUEIRAS; Não;
29/03/2022;Tarde;PITANGUEIRAS; Não;AUTOMOVEL
29/03/2022;Tarde;PITANGUEIRAS; Não;
29/03/2022;Tarde;PITANGUEIRAS; Não;AUTOMOVEL
29/03/2022;Noite;S.VICENTE; Não;AUTOMOVEL
25/03/2022;Noite;S.PAULO; Não;AUTOMOVEL
28/03/2022;Manha;S.ANDRE; Não;AUTOMOVEL
29/03/2022;Manha;PORTO FELIZ; Não;
29/03/2022;Manha;PORTO FELIZ; Não;SEMI REBOQUE
29/03/2022;Manha;PORTO FELIZ; Não;TRATOR RODAS
29/03/2022;Manha;PORTO FELIZ; Não;
29/03/2022;Manha;PORTO FELIZ; Não;SEMI REBOQUE
29/03/2022;Manha;PORTO FELIZ; Não;TRATOR RODAS
29/03/2022;Manha;PORTO FELIZ; Não;
29/03/2022;Manha;PORTO FELIZ; Não;SEMI REBOQUE
29/03/2022;Manha;PORTO FELIZ; Não;TRATOR RODAS
25/03/2022;Noite;S.PAULO; Não;
25/03/2022;Noite;S.PAULO; Não;MOTOCICLO
25/03/2022;Noite;S.PAULO; Não;
25/03/2022;Noite;S.PAULO; Não;MOTOCICLO
29/03/2022;Noite;PAULINIA; Não;AUTOMOVEL
29/03/2022;Manha;HORTOLANDIA; Não;
29/03/2022;Manha;HORTOLANDIA; Não;CAMINHÃƒO TRATOR
29/03/2022;Manha;HORTOLANDIA; Não;SEMI REBOQUE
29/03/2022;Manha;HORTOLANDIA; Não;SEMI REBOQUE
29/03/2022;Manha;HORTOLANDIA; Não;
29/03/2022;Manha;HORTOLANDIA; Não;CAMINHÃƒO TRATOR
29/03/2022;Manha;HORTOLANDIA; Não;SEMI REBOQUE
29/03/2022;Manha;HORTOLANDIA; Não;SEMI REBOQUE
29/03/2022;Manha;HORTOLANDIA; Não;
29/03/2022;Manha;HORTOLANDIA; Não;CAMINHÃƒO TRATOR
29/03/2022;Manha;HORTOLANDIA; Não;SEMI REBOQUE
29/03/2022;Manha;HORTOLANDIA; Não;SEMI REBOQUE
29/03/2022;Noite;ITUPEVA; Não;AUTOMOVEL
29/03/2022;Tarde;ITATIBA; Não;AUTOMOVEL
28/03/2022;Noite;LIMEIRA; Não;MOTOCICLO
29/03/2022;Tarde;S.PAULO; Não;AUTOMOVEL
29/03/2022;Noite;S.PAULO; Não;AUTOMOVEL
29/03/2022;Noite;VARGEM GRANDE PAULISTA; Não;AUTOMOVEL
29/03/2022;Noite;CRUZEIRO; Não;
29/03/2022;Noite;CRUZEIRO; Não;SEMI REBOQUE
29/03/2022;Noite;CRUZEIRO; Não;CAMINHÃƒO TRATOR
29/03/2022;Noite;CRUZEIRO; Não;
29/03/2022;Noite;CRUZEIRO; Não;SEMI REBOQUE
29/03/2022;Noite;CRUZEIRO; Não;CAMINHÃƒO TRATOR
29/03/2022;Noite;CRUZEIRO; Não;
29/03/2022;Noite;CRUZEIRO; Não;SEMI REBOQUE
29/03/2022;Noite;CRUZEIRO; Não;CAMINHÃƒO TRATOR
25/03/2022;Tarde;FERRAZ DE VASCONCELOS; Não;
25/03/2022;Tarde;FERRAZ DE VASCONCELOS; Não;AUTOMOVEL
25/03/2022;Tarde;FERRAZ DE VASCONCELOS; Não;
25/03/2022;Tarde;FERRAZ DE VASCONCELOS; Não;AUTOMOVEL
29/03/2022;Tarde;S.BERNARDO DO CAMPO; Não;AUTOMOVEL
29/03/2022;Tarde;S.PAULO; Não;CAMINHÃƒO
27/03/2022;Noite;BRAGANCA PAULISTA; Não;
29/03/2022;Noite;SOROCABA; Não;AUTOMOVEL
29/03/2022;Noite;S.PAULO; Não;MOTOCICLO
28/03/2022;Madrugada;GUARULHOS; Não;
28/03/2022;Madrugada;GUARULHOS; Não;CAMINHONETE
28/03/2022;Madrugada;GUARULHOS; Não;
28/03/2022;Madrugada;GUARULHOS; Não;CAMINHONETE
28/03/2022;Madrugada;GUARULHOS; Não;
28/03/2022;Madrugada;GUARULHOS; Não;CAMINHONETE
28/03/2022;Madrugada;GUARULHOS; Não;
28/03/2022;Madrugada;GUARULHOS; Não;CAMINHONETE
29/03/2022;Noite;S.BERNARDO DO CAMPO; Não;
29/03/2022;Noite;S.BERNARDO DO CAMPO; Não;MOTOCICLO
29/03/2022;Noite;S.BERNARDO DO CAMPO; Não;
29/03/2022;Noite;S.BERNARDO DO CAMPO; Não;MOTOCICLO
29/03/2022;Noite;S.PAULO; Não;AUTOMOVEL
29/03/2022;Noite;CARAGUATATUBA; Não;
29/03/2022;Noite;CARAGUATATUBA; Não;MOTOCICLO
29/03/2022;Noite;CARAGUATATUBA; Não;
29/03/2022;Noite;CARAGUATATUBA; Não;MOTOCICLO
29/03/2022;Noite;S.PAULO; Não;AUTOMOVEL
29/03/2022;Tarde;S.PAULO; Não;CAMINHONETE
29/03/2022;Noite;MAUA; Não;
29/03/2022;Noite;MAUA; Não;AUTOMOVEL
29/03/2022;Noite;MAUA; Não;
29/03/2022;Noite;MAUA; Não;AUTOMOVEL
29/03/2022;Noite;MOGI MIRIM; Não;MOTOCICLO
29/03/2022;Noite;RIO CLARO; Não;MOTOCICLO
29/03/2022;Noite;S.PAULO; Não;AUTOMOVEL
29/03/2022;Noite;S.ANDRE; Não;AUTOMOVEL
29/03/2022;Noite;S.JOSE DOS CAMPOS; Não;AUTOMOVEL
29/03/2022;Noite;S.PAULO; Não;AUTOMOVEL
25/03/2022;Madrugada;S.PAULO; Não;MOTOCICLO
29/03/2022;Noite;S.PAULO; Não;MOTOCICLO
29/03/2022;Noite;S.BERNARDO DO CAMPO; Não;MOTOCICLO
29/03/2022;Noite;S.PAULO; Não;AUTOMOVEL
29/03/2022;Noite;S.PAULO; Não;AUTOMOVEL
29/03/2022;Tarde;ITAQUAQUECETUBA; Não;AUTOMOVEL
29/03/2022;Noite;S.PAULO; Não;MOTOCICLO
29/03/2022;Noite;S.BERNARDO DO CAMPO; Não;
29/03/2022;Noite;S.BERNARDO DO CAMPO; Não;AUTOMOVEL
29/03/2022;Noite;S.BERNARDO DO CAMPO; Não;
29/03/2022;Noite;S.BERNARDO DO CAMPO; Não;AUTOMOVEL
29/03/2022;Noite;S.BERNARDO DO CAMPO; Não;
29/03/2022;Noite;S.BERNARDO DO CAMPO; Não;AUTOMOVEL
29/03/2022;Noite;S.PAULO; Não;AUTOMOVEL
29/03/2022;Noite;S.CARLOS; Não;MOTOCICLO
30/03/2022;Madrugada;S.PAULO; Não;MOTOCICLO
29/03/2022;Noite;MOGI GUACU;Sim;
29/03/2022;Noite;MOGI GUACU;Sim;MOTONETA
29/03/2022;Noite;MOGI GUACU;Sim;
29/03/2022;Noite;MOGI GUACU;Sim;MOTONETA
29/03/2022;Noite;SOROCABA; Não;
29/03/2022;Noite;SOROCABA; Não;AUTOMOVEL
29/03/2022;Noite;SOROCABA; Não;
29/03/2022;Noite;SOROCABA; Não;AUTOMOVEL
29/03/2022;Noite;AMERICANA; Não;SEMI REBOQUE
29/03/2022;Noite;AMERICANA; Não;CAMINHÃƒO TRATOR
29/03/2022;Noite;S.BERNARDO DO CAMPO; Não;CAMIONETA
29/03/2022;Noite;S.PAULO; Não;MOTOCICLO
29/03/2022;Tarde;S.PAULO;Sim;
29/03/2022;Tarde;S.PAULO;Sim;CAMINHONETE
29/03/2022;Tarde;S.PAULO;Sim;
29/03/2022;Tarde;S.PAULO;Sim;CAMINHONETE
29/03/2022;Tarde;S.PAULO;Sim;
29/03/2022;Tarde;S.PAULO;Sim;CAMINHONETE
29/03/2022;Noite;RIBEIRAO PRETO; Não;AUTOMOVEL
29/03/2022;Noite;S.PAULO;Sim;
29/03/2022;Noite;S.PAULO;Sim;UTILITÃRIO
29/03/2022;Noite;S.PAULO;Sim;AUTOMOVEL
29/03/2022;Noite;S.PAULO;Sim;
29/03/2022;Noite;S.PAULO;Sim;UTILITÃRIO
29/03/2022;Noite;S.PAULO;Sim;AUTOMOVEL
29/03/2022;Noite;S.PAULO;Sim;
29/03/2022;Noite;S.PAULO;Sim;UTILITÃRIO
29/03/2022;Noite;S.PAULO;Sim;AUTOMOVEL
29/03/2022;Noite;S.PAULO;Sim;
29/03/2022;Noite;S.PAULO;Sim;UTILITÃRIO
29/03/2022;Noite;S.PAULO;Sim;AUTOMOVEL
29/03/2022;Noite;GUARULHOS; Não;
29/03/2022;Noite;GUARULHOS; Não;CAMINHONETE
29/03/2022;Noite;GUARULHOS; Não;CAMINHÃƒO
29/03/2022;Noite;GUARULHOS; Não;
29/03/2022;Noite;GUARULHOS; Não;CAMINHONETE
29/03/2022;Noite;GUARULHOS; Não;CAMINHÃƒO
30/03/2022;Madrugada;MOGI DAS CRUZES; Não;CAMINHÃƒO
29/03/2022;Noite;S.PAULO;Sim;CAMIONETA
30/03/2022;Madrugada;SUMARE; Não;MOTOCICLO
30/03/2022;Manha;CAMPO LIMPO PAULISTA; Não;MOTOCICLO
30/03/2022;Madrugada;S.PAULO; Não;
30/03/2022;Madrugada;S.PAULO; Não;MOTOCICLO
30/03/2022;Madrugada;S.PAULO; Não;
30/03/2022;Madrugada;S.PAULO; Não;MOTOCICLO
29/03/2022;Noite;CAMPINAS; Não;MOTOCICLO
29/03/2022;Noite;S.ANDRE; Não;MOTOCICLO
30/03/2022;Manha;JARINU; Não;MOTOCICLO
30/03/2022;Madrugada;LEME; Não;
30/03/2022;Madrugada;LEME; Não;MOTONETA
30/03/2022;Madrugada;LEME; Não;AUTOMOVEL
30/03/2022;Madrugada;LEME; Não;
30/03/2022;Madrugada;LEME; Não;MOTONETA
30/03/2022;Madrugada;LEME; Não;AUTOMOVEL
30/03/2022;Madrugada;CAMPINAS;Sim;AUTOMOVEL
28/03/2022;Tarde;S.PAULO; Não;AUTOMOVEL
30/03/2022;Manha;S.PAULO; Não;AUTOMOVEL
30/03/2022;Madrugada;CAMPINAS; Não;AUTOMOVEL
30/03/2022;Manha;S.BERNARDO DO CAMPO; Não;
30/03/2022;Manha;S.BERNARDO DO CAMPO; Não;CAMIONETA
30/03/2022;Manha;S.BERNARDO DO CAMPO; Não;
30/03/2022;Manha;S.BERNARDO DO CAMPO; Não;CAMIONETA
30/03/2022;Manha;TIETE; Não;MOTOCICLO
29/03/2022;Madrugada;RIBEIRAO PIRES; Não;MOTOCICLO
29/03/2022;Tarde;GUARULHOS; Não;CAMINHÃƒO TRATOR
30/03/2022;Manha;CAMPO LIMPO PAULISTA; Não;AUTOMOVEL
29/03/2022;Noite;S.PAULO; Não;AUTOMOVEL
30/03/2022;Noite;S.BERNARDO DO CAMPO; Não;MOTOCICLO
29/03/2022;Noite;S.PAULO; Não;MOTOCICLO
